unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
59894356,2024-01-01T10:37:44.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1468 BRYANT AVENUE,BRYANT AVENUE,JENNINGS STREET,EAST  172 STREET,JENNINGS STREET,EAST  172 STREET,ADDRESS,BRONX,BRYANT AVENUE,BRONX,1015315,242434,40.83204609800394,-73.88774319292784,"
,  
(40.83204609800394, -73.88774319292784)"
59894591,2024-01-01T10:37:38.000,NYPD,Animal-Abuse,Other (complaint details),Residential Building/House,10469,910 MACE AVENUE,MACE AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,ADDRESS,BRONX,MACE AVENUE,BRONX,1022616,253756,40.8630929138573,-73.86129547979085,"
,  
(40.8630929138573, -73.86129547979085)"
59898269,2024-01-01T10:37:26.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,33-16 81 STREET,81 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,81 STREET,QUEENS,1015772,214359,40.75498626180684,-73.88622354673845,"
,  
(40.75498626180684, -73.88622354673845)"
59896959,2024-01-01T10:37:11.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11213,1483 LINCOLN PLACE,LINCOLN PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1004424,183216,40.66953935196489,-73.92727665617839,"
,  
(40.66953935196489, -73.92727665617839)"
59896920,2024-01-01T10:37:07.000,HPD,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10030,2302 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,999862,236377,40.815462189642,-73.94359838424806,"
,  
(40.815462189642, -73.94359838424806)"
59895217,2024-01-01T10:37:07.000,HPD,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10030,2302 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,999862,236377,40.815462189642,-73.94359838424806,"
,  
(40.815462189642, -73.94359838424806)"
59897034,2024-01-01T10:37:07.000,HPD,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030,2302 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,999862,236377,40.815462189642,-73.94359838424806,"
,  
(40.815462189642, -73.94359838424806)"
59898125,2024-01-01T10:37:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11214,2315 84 STREET,84 STREET,23 AVENUE,24 AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,987074,158389,40.60141705688531,-73.98983041738258,"
,  
(40.60141705688531, -73.98983041738258)"
59895382,2024-01-01T10:36:55.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1515 ST JOHNS PLACE,ST JOHNS PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1004370,183529,40.67039858960956,-73.92747038135592,"
,  
(40.67039858960956, -73.92747038135592)"
59899976,2024-01-01T10:36:45.000,DSNY,Dirty Condition,Trash,Yard,10032,869 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  153 STREET,WEST  154 STREET,WEST  153 STREET,WEST  154 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,MANHATTAN,1000372,241665,40.82997533299984,-73.94174319792471,"
,  
(40.82997533299984, -73.94174319792471)"
59894171,2024-01-01T10:36:37.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10466,2030 STRANG AVENUE,STRANG AVENUE,DE REIMER AVENUE,WILDER AVENUE,DE REIMER AVENUE,WILDER AVENUE,ADDRESS,BRONX,STRANG AVENUE,BRONX,1028105,263723,40.89042364262497,-73.8413859032824,"
,  
(40.89042364262497, -73.8413859032824)"
59899957,2024-01-01T10:36:19.000,DSNY,Abandoned Bike,Chained to Public Property,Street,10028,1616 1 AVENUE,1 AVENUE,EAST   83 STREET,EAST   84 STREET,EAST   83 STREET,EAST   84 STREET,ADDRESS,NEW YORK,1 AVENUE,MANHATTAN,997988,221803,40.775463630762715,-73.9503984134799,"
,  
(40.775463630762715, -73.9503984134799)"
59899183,2024-01-01T10:35:59.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11422,259-19 CRAFT AVENUE,CRAFT AVENUE,259 STREET,DEAD END,259 STREET,DEAD END,ADDRESS,ROSEDALE,CRAFT AVENUE,QUEENS,1059193,176619,40.65113791451385,-73.72991918564352,"
,  
(40.65113791451385, -73.72991918564352)"
59894129,2024-01-01T10:35:46.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11377,45-07 48 AVENUE,48 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,WOODSIDE,48 AVENUE,QUEENS,1006360,208672,40.739405426796935,-73.92021417570602,"
,  
(40.739405426796935, -73.92021417570602)"
59894879,2024-01-01T10:35:42.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10018,351 WEST   38 STREET,WEST   38 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   38 STREET,MANHATTAN,986171,214462,40.75532495049566,-73.99306625160898,"
,  
(40.75532495049566, -73.99306625160898)"
59894297,2024-01-01T10:35:37.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10457,209 MOUNT HOPE PLACE,MOUNT HOPE PLACE,MONROE AVENUE,ANTHONY AVENUE,MONROE AVENUE,ANTHONY AVENUE,ADDRESS,BRONX,MOUNT HOPE PLACE,BRONX,1010310,248371,40.848357610743406,-73.9058062281046,"
,  
(40.848357610743406, -73.9058062281046)"
59898890,2024-01-01T10:34:22.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,608 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1020250,178324,40.656061700336046,-73.87025319134563,"
,  
(40.656061700336046, -73.87025319134563)"
59895528,2024-01-01T10:34:16.000,DOT,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,11219,12 AVENUE,12 AVENUE,12 AVENUE,46 STREET,12 AVENUE,46 STREET,INTERSECTION,NA,NA,BROOKLYN,986312,171729,40.63803279028507,-73.99257040168057,"
,  
(40.63803279028507, -73.99257040168057)"
59896672,2024-01-01T10:34:00.000,DOT,Traffic Signal Condition,Veh Signal Lamp,NA,11230,NA,NA,NA,NA,AVENUE N,EAST 10 STREET,INTERSECTION,BROOKLYN,NA,BROOKLYN,994145,163374,40.615094785301814,-73.96435954632085,"
,  
(40.615094785301814, -73.96435954632085)"
59898336,2024-01-01T10:33:53.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10456,1431 COLLEGE AVENUE,COLLEGE AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,COLLEGE AVENUE,BRONX,1009141,244761,40.83845259559144,-73.9100449707034,"
,  
(40.83845259559144, -73.9100449707034)"
59894579,2024-01-01T10:33:19.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,BROOKLYN,1019860,178375,40.6562032609717,-73.87165851044746,"
,  
(40.6562032609717, -73.87165851044746)"
59896653,2024-01-01T10:32:42.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11421,87-68 98 STREET,98 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,98 STREET,QUEENS,1026531,192278,40.69433446634018,-73.84752848278607,"
,  
(40.69433446634018, -73.84752848278607)"
59898280,2024-01-01T10:32:38.000,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11411,120-49 227 STREET,227 STREET,120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,227 STREET,QUEENS,1057191,189875,40.687539226431575,-73.73699054729506,"
,  
(40.687539226431575, -73.73699054729506)"
59899822,2024-01-01T10:32:18.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,543 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019695,178011,40.6552048237149,-73.87225509688416,"
,  
(40.6552048237149, -73.87225509688416)"
59898658,2024-01-01T10:32:06.000,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11368,102-01 ALSTYNE AVENUE,ALSTYNE AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,CORONA,ALSTYNE AVENUE,QUEENS,1022669,210199,40.74354084657344,-73.86135311144443,"
,  
(40.74354084657344, -73.86135311144443)"
59899235,2024-01-01T10:32:05.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10018,320 WEST   36 STREET,WEST   36 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,MANHATTAN,986089,213915,40.75382359194443,-73.99336237589831,"
,  
(40.75382359194443, -73.99336237589831)"
59900015,2024-01-01T10:32:00.000,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),NA,10065,60 EAST   63 STREET,EAST   63 STREET,MADISON AVE,PARK AVE,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,992874,218273,40.76578117017828,-73.96886723830444,"
,  
(40.76578117017828, -73.96886723830444)"
59896197,2024-01-01T10:31:25.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10033,552 WEST  186 STREET,WEST  186 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1003480,249673,40.851948730736915,-73.93048949080737,"
,  
(40.851948730736915, -73.93048949080737)"
59897920,2024-01-01T10:31:25.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,552 WEST  186 STREET,WEST  186 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1003480,249673,40.851948730736915,-73.93048949080737,"
,  
(40.851948730736915, -73.93048949080737)"
59895467,2024-01-01T10:31:24.000,DOHMH,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,10035,1429 5 AVENUE,5 AVENUE,EAST 116 STREET,EAST 117 STREET,EAST  116 STREET,EAST  117 STREET,ADDRESS,NEW YORK,5 AVENUE,MANHATTAN,999144,231107,40.8009987401566,-73.94620400115934,"
,  
(40.8009987401566, -73.94620400115934)"
59897094,2024-01-01T10:31:15.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019630,177965,40.655078823851085,-73.87248959993701,"
,  
(40.655078823851085, -73.87248959993701)"
59896604,2024-01-01T10:30:56.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11421,94-10 85 AVENUE,85 AVENUE,94 STREET,96 STREET,94 STREET,96 STREET,ADDRESS,WOODHAVEN,85 AVENUE,QUEENS,1025458,193253,40.69701567238314,-73.85139190654691,"
,  
(40.69701567238314, -73.85139190654691)"
59899684,2024-01-01T10:30:49.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026,8 WEST  111 STREET,WEST  111 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,998260,229916,40.79773121644539,-73.94939942634502,"
,  
(40.79773121644539, -73.94939942634502)"
59900559,2024-01-01T10:30:48.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11355,132-40 SANFORD AVENUE,SANFORD AVENUE,NA,NA,NA,NA,ADDRESS,FLUSHING,NA,QUEENS,1030758,214422,40.755093055211596,-73.83213230370299,"
,  
(40.755093055211596, -73.83213230370299)"
59897089,2024-01-01T10:30:12.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019630,177965,40.655078823851085,-73.87248959993701,"
,  
(40.655078823851085, -73.87248959993701)"
59896266,2024-01-01T10:28:56.000,DOHMH,Drinking Water,Illness Caused by Drinking Water,3+ Family Apartment Building,10022,313 EAST   53 STREET,EAST   53 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   53 STREET,MANHATTAN,993506,214904,40.75653349179715,-73.96659034824836,"
,  
(40.75653349179715, -73.96659034824836)"
59898496,2024-01-01T10:28:45.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10001,330 WEST   30 STREET,WEST   30 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   30 STREET,MANHATTAN,985267,212563,40.75011282688794,-73.99632947923503,"
,  
(40.75011282688794, -73.99632947923503)"
59899362,2024-01-01T10:28:43.000,NYPD,Illegal Fireworks,N/A,Street/Sidewalk,11416,80 STREET,80 STREET,80 STREET,101 AVENUE,80 STREET,101 AVENUE,INTERSECTION,NA,NA,QUEENS,1023417,187280,40.680630449788865,-73.85878706065573,"
,  
(40.680630449788865, -73.85878706065573)"
59894298,2024-01-01T10:28:38.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10037,2155 MADISON AVENUE,MADISON AVENUE,EAST  132 STREET,EAST  135 STREET,EAST  132 STREET,EAST  135 STREET,ADDRESS,NEW YORK,MADISON AVENUE,MANHATTAN,1001931,235089,40.81192309131884,-73.93612708437672,"
,  
(40.81192309131884, -73.93612708437672)"
59898310,2024-01-01T10:28:27.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019422,177846,40.65475302381683,-73.87323985668276,"
,  
(40.65475302381683, -73.87323985668276)"
59898157,2024-01-01T10:28:22.000,DSNY,Missed Collection,Trash,Street,10301,219 ARLO ROAD,ARLO ROAD,STRATFORD AVENUE,HIGHLAND AVENUE,STRATFORD AVENUE,HIGHLAND AVENUE,ADDRESS,STATEN ISLAND,ARLO ROAD,STATEN ISLAND,957330,164803,40.61898172217242,-74.09696786786398,"
,  
(40.61898172217242, -74.09696786786398)"
59899897,2024-01-01T10:28:15.000,EDC,Noise - Helicopter,Other,Above Address,10280,300 RECTOR PLACE,RECTOR PLACE,SOUTH END AVENUE,BEND,SOUTH END AVENUE,BEND,ADDRESS,NEW YORK,RECTOR PLACE,MANHATTAN,979508,197620,40.7090967335261,-74.01710412938712,"
,  
(40.7090967335261, -74.01710412938712)"
59896105,2024-01-01T10:28:00.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,361 EAST  163 STREET,EAST  163 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1007803,240370,40.826404239140516,-73.91489586065917,"
,  
(40.826404239140516, -73.91489586065917)"
59894439,2024-01-01T10:27:50.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10026,203 WEST  113 STREET,WEST  113 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,996917,231263,40.801430390640704,-73.95424746043375,"
,  
(40.801430390640704, -73.95424746043375)"
59896196,2024-01-01T10:27:48.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11355,132-40 SANFORD AVENUE,SANFORD AVENUE,NA,NA,NA,NA,ADDRESS,FLUSHING,NA,QUEENS,1030758,214422,40.755093055211596,-73.83213230370299,"
,  
(40.755093055211596, -73.83213230370299)"
59898761,2024-01-01T10:27:47.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,346 JEFFERSON AVENUE,JEFFERSON AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999889,188486,40.684013481858656,-73.94361221453609,"
,  
(40.684013481858656, -73.94361221453609)"
59897976,2024-01-01T10:27:46.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10302,164 TREADWELL AVENUE,TREADWELL AVENUE,NA,NA,NA,NA,ADDRESS,STATEN ISLAND,NA,STATEN ISLAND,945873,170871,40.63559486669654,-74.1382712882392,"
,  
(40.63559486669654, -74.1382712882392)"
59899245,2024-01-01T10:27:30.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019422,177846,40.65475302381683,-73.87323985668276,"
,  
(40.65475302381683, -73.87323985668276)"
59896719,2024-01-01T10:27:25.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,BRONX,1010561,243449,40.8348474210791,-73.90491830085918,"
,  
(40.8348474210791, -73.90491830085918)"
59897103,2024-01-01T10:27:24.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11373,81-12 QUEENS MIDTOWN EXPRESSWAY,QUEENS MIDTOWN EXPRESSWAY,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,ELMHURST,QUEENS MIDTOWN EXPRESSWAY,QUEENS,1017417,204685,40.72842754894037,-73.88033374236574,"
,  
(40.72842754894037, -73.88033374236574)"
59896269,2024-01-01T10:27:18.000,DOHMH,Indoor Air Quality,Dust from Construction,School,10011,212 8 AVENUE,8 AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,8 AVENUE,MANHATTAN,984386,210286,40.74386309116915,-73.99950919961027,"
,  
(40.74386309116915, -73.99950919961027)"
59899814,2024-01-01T10:26:13.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,505 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1019412,177847,40.65475580830888,-73.87327589149126,"
,  
(40.65475580830888, -73.87327589149126)"
59899041,2024-01-01T10:26:00.000,DSNY,Derelict Vehicles,Derelict Vehicles,Street,11211,110 POWERS STREET,POWERS STREET,LEONARD STREET,MANHATTAN AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,999071,198730,40.71213227703468,-73.94653904251885,"
,  
(40.71213227703468, -73.94653904251885)"
59899950,2024-01-01T10:25:31.000,DHS,Homeless Person Assistance,NA,Other,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST 96 STREET,INTERSECTION,MANHATTAN,NA,MANHATTAN,991168,229289,40.79601867019603,-73.97501457897238,"
,  
(40.79601867019603, -73.97501457897238)"
59896516,2024-01-01T10:25:22.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,51-26 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,QUEENS,1016723,207754,40.7368537676179,-73.88282287349135,"
,  
(40.7368537676179, -73.88282287349135)"
59896246,2024-01-01T10:25:15.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1202 ELTON STREET,ELTON STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ELTON STREET,BROOKLYN,1019493,177947,40.655029964152625,-73.8729834447168,"
,  
(40.655029964152625, -73.8729834447168)"
59895563,2024-01-01T10:25:13.000,DSNY,Abandoned Bike,Chained to Public Property,Street,10028,1602 1 AVENUE,1 AVENUE,EAST   83 STREET,EAST   84 STREET,EAST   83 STREET,EAST   84 STREET,ADDRESS,NEW YORK,1 AVENUE,MANHATTAN,997919,221677,40.77511790086881,-73.95064779693276,"
,  
(40.77511790086881, -73.95064779693276)"
59899740,2024-01-01T10:25:13.000,HPD,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10460,968 BRONX PARK SOUTH,BRONX PARK SOUTH,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1017770,247181,40.84506624530596,-73.87884806561841,"
,  
(40.84506624530596, -73.87884806561841)"
59899598,2024-01-01T10:25:13.000,HPD,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10460,968 BRONX PARK SOUTH,BRONX PARK SOUTH,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1017770,247181,40.84506624530596,-73.87884806561841,"
,  
(40.84506624530596, -73.87884806561841)"
59897745,2024-01-01T10:25:05.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1403 GRAND CONCOURSE,GRAND CONCOURSE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,GRAND CONCOURSE,BRONX,1008147,244946,40.83896311232895,-73.91363658344284,"
,  
(40.83896311232895, -73.91363658344284)"
59895254,2024-01-01T10:24:49.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,988 EAST  180 STREET,EAST  180 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1017551,246587,40.84343671959968,-73.87964255004567,"
,  
(40.84343671959968, -73.87964255004567)"
59895923,2024-01-01T10:24:48.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11208,2525 LINDEN BOULEVARD,LINDEN BOULEVARD,HOLLY STREET,EUCLID AVENUE,HOLLY STREET,EUCLID AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,BROOKLYN,1020092,182456,40.66740375654953,-73.87080067020605,"
,  
(40.66740375654953, -73.87080067020605)"
59897829,2024-01-01T10:24:44.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1008425,169860,40.632870034154024,-73.9129017100942,"
,  
(40.632870034154024, -73.9129017100942)"
59897955,2024-01-01T10:24:44.000,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1008425,169860,40.632870034154024,-73.9129017100942,"
,  
(40.632870034154024, -73.9129017100942)"
59898393,2024-01-01T10:24:16.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11239,594 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1020189,178289,40.655965880891024,-73.87047322630643,"
,  
(40.655965880891024, -73.87047322630643)"
59900034,2024-01-01T10:24:02.000,DOB,General Construction/Plumbing,Building Permit - None,NA,11355,41-78 MAIN STREET,MAIN STREET,NA,NA,NA,NA,ADDRESS,FLUSHING,NA,QUEENS,1031748,214773,40.75605119629037,-73.82855649052472,"
,  
(40.75605119629037, -73.82855649052472)"
59896391,2024-01-01T10:23:53.000,NYPD,Encampment,N/A,Park/Playground,11212,1100 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,EAST   96 STREET,BUFFALO AVENUE,EAST   96 STREET,BUFFALO AVENUE,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,BROOKLYN,1004711,181768,40.66556425717738,-73.92624647235498,"
,  
(40.66556425717738, -73.92624647235498)"
59894989,2024-01-01T10:23:15.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,BROOKLYN,1020207,178299,40.65599325559804,-73.87040829977123,"
,  
(40.65599325559804, -73.87040829977123)"
59899151,2024-01-01T10:23:00.000,DEP,Water System,Hydrant Running Full (WA4),NA,11416,97-13 103 STREET,103 STREET,97 AVE,101 AVE,NA,NA,ADDRESS,OZONE PARK,NA,QUEENS,1028455,189762,40.68741923657987,-73.84060677968625,"
,  
(40.68741923657987, -73.84060677968625)"
59899817,2024-01-01T10:22:55.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,1516 EAST   35 STREET,EAST   35 STREET,FLATLANDS AVENUE,AVENUE P,FLATLANDS AVENUE,AVENUE P,ADDRESS,BROOKLYN,EAST   35 STREET,BROOKLYN,1000728,164050,40.61694046776349,-73.94064682537706,"
,  
(40.61694046776349, -73.94064682537706)"
59897145,2024-01-01T10:22:52.000,DOHMH,Rodent,Signs of Rodents,3+ Family Apt. Building,11432,159-23 JAMAICA AVENUE,JAMAICA AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,JAMAICA,JAMAICA AVENUE,QUEENS,1039735,195635,40.70347569158946,-73.79988540320485,"
,  
(40.70347569158946, -73.79988540320485)"
59900047,2024-01-01T10:22:35.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2829 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,BRONX,1011365,257383,40.87308964533921,-73.90195647932322,"
,  
(40.87308964533921, -73.90195647932322)"
59897268,2024-01-01T10:22:32.000,DSNY,Dirty Condition,Trash,Yard,10032,871 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  153 STREET,WEST  154 STREET,WEST  153 STREET,WEST  154 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,MANHATTAN,1000374,241674,40.830000031764946,-73.94173594930122,"
,  
(40.830000031764946, -73.94173594930122)"
